Time,AccelX1,AccelY1,AccelZ1,AccelX2,AccelY2,AccelZ2
0.000011148,0,0,1.7812861204147339,0,0,0.7644000053405762
0.001317021,0,0,1.7812861204147339,0,0,1.070159912109375
0.002264065,0,0,1.647210717201233,0,0,1.070159912109375
0.003252609,0,0,1.647210717201233,0,0,0.9937199950218201
0.004234023,0,0,1.5514427423477173,0,0,0.8408399820327759
0.005304973,0,0,1.577778935432434,0,0,0.9172800183296204
0.006370849,0,0,1.577778935432434,0,0,0.9937199950218201
0.007292819,0,0,1.6663644313812256,0,0,0.6879600286483765
0.008325714,0,0,1.7046716213226318,0,0,1.070159912109375
0.009328165,0,0,1.7046716213226318,0,0,1.1466000080108643
0.010272727,0,0,1.7094600200653076,0,0,0.8408399820327759
0.011268937,0,0,1.7836803197860718,0,0,1.070159912109375
0.012262444,0,0,1.7860745191574097,0,0,1.1466000080108643
0.013258562,0,0,1.6735470294952393,0,0,1.223039984703064
0.014252735,0,0,1.5466543436050415,0,0,0.8408399820327759
0.0152545,0,0,1.5969325304031372,0,0,0.9172800183296204
0.016245192,0,0,1.580173134803772,0,0,1.070159912109375
0.017234291,0,0,1.6639702320098877,0,0,1.375920057296753
0.01826239,0,0,1.656787633895874,0,0,1.070159912109375
0.019250396,0,0,1.6184803247451782,0,0,0.6879600286483765
0.020234384,0,0,1.6759412288665771,0,0,0.9937199950218201
0.021259816,0,0,1.7597382068634033,0,0,1.070159912109375
0.022348563,0,0,1.7597382068634033,0,0,0.8408399820327759
0.023275625,0,0,1.8411411046981812,0,0,0.9172800183296204
0.024255465,0,0,1.7501614093780518,0,0,0.9172800183296204
0.025246102,0,0,1.5705963373184204,0,0,1.070159912109375
0.026268793,0,0,1.5418659448623657,0,0,0.9937199950218201
0.027280632,0,0,1.6065093278884888,0,0,0.6879600286483765
0.028263917,0,0,1.6352397203445435,0,0,0.9172800183296204
0.029255405,0,0,1.6136919260025024,0,0,0.9172800183296204
0.030257707,0,0,1.7286136150360107,0,0,0.8408399820327759
0.031254455,0,0,1.7525556087493896,0,0,0.9937199950218201
0.032249609,0,0,1.742978811264038,0,0,0.8408399820327759
0.033286078,0,0,1.721431016921997,0,0,0.6879600286483765
0.034254029,0,0,1.7334020137786865,0,0,0.8408399820327759
0.035262369,0,0,1.7381904125213623,0,0,1.070159912109375
0.036262524,0,0,1.7597382068634033,0,0,1.1466000080108643
0.037272697,0,0,1.659181833267212,0,0,1.223039984703064
