Time,AccelX1,AccelY1,AccelZ1,AccelX2,AccelY2,AccelZ2
0.000171591,0,0,1.4700398445129395,0,0,0.9172800183296204
0.000500272,0,0,1.4700398445129395,0,0,1.605239987373352
0.000753269,0,0,1.5825673341751099,0,0,1.5288000106811523
0.001086154,0,0,1.5825673341751099,0,0,1.375920057296753
0.001419243,0,0,1.5825673341751099,0,0,0.2293200045824051
0.001753387,0,0,1.5825673341751099,0,0,0.4586400091648102
0.002085716,0,0,1.5825673341751099,0,0,0.305759996175766
0.002418546,0,0,1.5825673341751099,0,0,0.5350799560546875
0.002751875,0,0,1.5825673341751099,0,0,0.611519992351532
0.003086686,0,0,1.3623007535934448,0,0,0.9937199950218201
0.003425756,0,0,1.3623007535934448,0,0,1.223039984703064
0.003768956,0,0,1.3623007535934448,0,0,0.6879600286483765
0.004089174,0,0,1.3623007535934448,0,0,0.611519992351532
0.004418893,0,0,1.3623007535934448,0,0,0.8408399820327759
0.0047515,0,0,1.3623007535934448,0,0,0.3822000026702881
0.005085422,0,0,1.3623007535934448,0,0,0.611519992351532
0.00542464,0,0,1.3623007535934448,0,0,0.4586400091648102
0.005767451,0,0,1.3910311460494995,0,0,0.5350799560546875
0.006087521,0,0,1.3910311460494995,0,0,0.6879600286483765
0.006419425,0,0,1.3910311460494995,0,0,0.9937199950218201
0.00675181,0,0,1.3910311460494995,0,0,0.7644000053405762
0.007084972,0,0,1.3910311460494995,0,0,0.9937199950218201
0.007418598,0,0,1.3910311460494995,0,0,1.1466000080108643
0.007751539,0,0,1.3910311460494995,0,0,0.611519992351532
0.008084831,0,0,1.3958195447921753,0,0,0.5350799560546875
0.008418531,0,0,1.3958195447921753,0,0,1.1466000080108643
0.008751564,0,0,1.3958195447921753,0,0,1.2994799613952637
0.00908456,0,0,1.3958195447921753,0,0,0.2293200045824051
0.009422612,0,0,1.3958195447921753,0,0,0.152879998087883
0.009755423,0,0,1.3958195447921753,0,0,0.9172800183296204
0.010085122,0,0,1.3958195447921753,0,0,0.9172800183296204
0.010423156,0,0,1.2330138683319092,0,0,1.1466000080108643
0.010751652,0,0,1.2330138683319092,0,0,0.305759996175766
0.011086926,0,0,1.2330138683319092,0,0,0.305759996175766
0.011418959,0,0,1.2330138683319092,0,0,0
0.011752029,0,0,1.2330138683319092,0,0,0.0764399990439415
0.012084803,0,0,1.2330138683319092,0,0,0
0.01241804,0,0,1.2330138683319092,0,0,1.605239987373352
0.012751536,0,0,1.237802267074585,0,0,1.6816799640655518
0.013084735,0,0,1.237802267074585,0,0,1.452359914779663
0.01341912,0,0,1.237802267074585,0,0,1.605239987373352
0.013752042,0,0,1.237802267074585,0,0,1.452359914779663
0.014084705,0,0,1.237802267074585,0,0,2.522519826889038
0.014418127,0,0,1.237802267074585,0,0,0.9937199950218201
0.014751883,0,0,1.237802267074585,0,0,0.9172800183296204
0.015091305,0,0,1.4915876388549805,0,0,0.9937199950218201
0.015422504,0,0,1.4915876388549805,0,0,0.6879600286483765
0.01576926,0,0,1.4915876388549805,0,0,0.5350799560546875
0.016106367,0,0,1.4915876388549805,0,0,0.611519992351532
0.016439363,0,0,1.4915876388549805,0,0,0.7644000053405762
0.016754396,0,0,1.4915876388549805,0,0,1.1466000080108643
0.017085244,0,0,1.4915876388549805,0,0,0.7644000053405762
0.017448536,0,0,1.501164436340332,0,0,0.6879600286483765
0.017752181,0,0,1.501164436340332,0,0,0.7644000053405762
0.018085066,0,0,1.501164436340332,0,0,0.5350799560546875
0.018418247,0,0,1.501164436340332,0,0,0.2293200045824051
